pos_x,pos_y,vel_x,vel_y,dest_x,dest_y,desired_speed,disease,immunity,is_infectious
0.75,7,0,0,0.75,7,0,0,0,0
0.559016994374947,7.58778525229247,0,0,0.559016994374947,7.58778525229247,0,0,0,0
0.0590169943749475,7.95105651629515,0,0,0.0590169943749475,7.95105651629515,0,0,0,0
-0.559016994374947,7.95105651629515,0,0,-0.559016994374947,7.95105651629515,0,0,0,0
-1.05901699437495,7.58778525229247,0,0,-1.05901699437495,7.58778525229247,0,0,0,1
-1.25,7,0,0,-1.25,7,0,0,0,0
-1.05901699437495,6.41221474770753,0,0,-1.05901699437495,6.41221474770753,0,0,0,0
-0.559016994374948,6.04894348370485,0,0,-0.559016994374948,6.04894348370485,0,0,0,0
0.0590169943749472,6.04894348370485,0,0,0.0590169943749472,6.04894348370485,0,0,0,0
0.559016994374947,6.41221474770753,0,0,0.559016994374947,6.41221474770753,0,0,0,0
-2.00502525316942,7.49497474683058,0,0,-2.00502525316942,7.49497474683058,0,0,0,0
-2.99497474683058,7.49497474683058,0,0,-2.99497474683058,7.49497474683058,0,0,0,0
-2.99497474683058,6.50502525316942,0,0,-2.99497474683058,6.50502525316942,0,0,0,0
-2.00502525316942,6.50502525316942,0,0,-2.00502525316942,6.50502525316942,0,0,0,0
3.25,7,0,0,3.25,7,0,0,0,0
2.95710678118655,7.70710678118655,0,0,2.95710678118655,7.70710678118655,0,0,0,0
2.25,8,0,0,2.25,8,0,0,0,0
1.54289321881345,7.70710678118655,0,0,1.54289321881345,7.70710678118655,0,0,0,0
1.54289321881345,6.29289321881345,0,0,1.54289321881345,6.29289321881345,0,0,0,0
2.25,6,0,0,2.25,6,0,0,0,0
2.95710678118655,6.29289321881345,0,0,2.95710678118655,6.29289321881345,0,0,0,0
-3,-7,0,0,-3,-7,0,0,0,0
-3.19098300562505,-6.41221474770753,0,0,-3.19098300562505,-6.41221474770753,0,0,0,0
-3.69098300562505,-6.04894348370485,0,0,-3.69098300562505,-6.04894348370485,0,0,0,0
-4.30901699437495,-6.04894348370485,0,0,-4.30901699437495,-6.04894348370485,0,0,0,0
-4.80901699437495,-6.41221474770753,0,0,-4.80901699437495,-6.41221474770753,0,0,0,0
-5,-7,0,0,-5,-7,0,0,0,0
-4.80901699437495,-7.58778525229247,0,0,-4.80901699437495,-7.58778525229247,0,0,0,0
-4.30901699437495,-7.95105651629515,0,0,-4.30901699437495,-7.95105651629515,0,0,0,0
-3.69098300562505,-7.95105651629515,0,0,-3.69098300562505,-7.95105651629515,0,0,0,0
-3.19098300562505,-7.58778525229247,0,0,-3.19098300562505,-7.58778525229247,0,0,0,0
-1.29289321881345,-2.69289321881345,0,0,-1.29289321881345,-2.69289321881345,0,0,0,0
-2.25881904510252,-2.43407417371093,0,0,-2.25881904510252,-2.43407417371093,0,0,0,0
-2.96592582628907,-3.14118095489748,0,0,-2.96592582628907,-3.14118095489748,0,0,0,0
-2.70710678118655,-4.10710678118655,0,0,-2.70710678118655,-4.10710678118655,0,0,0,0
-1.74118095489748,-4.36592582628907,0,0,-1.74118095489748,-4.36592582628907,0,0,0,0
-1.03407417371093,-3.65881904510252,0,0,-1.03407417371093,-3.65881904510252,0,0,0,0
2.95710678118655,-1.04289321881345,0,0,2.95710678118655,-1.04289321881345,0,0,0,0
1.99118095489748,-0.784074173710932,0,0,1.99118095489748,-0.784074173710932,0,0,0,0
1.28407417371093,-1.49118095489748,0,0,1.28407417371093,-1.49118095489748,0,0,0,0
1.54289321881345,-2.45710678118655,0,0,1.54289321881345,-2.45710678118655,0,0,0,0
2.50881904510252,-2.71592582628907,0,0,2.50881904510252,-2.71592582628907,0,0,0,0
3.21592582628907,-2.00881904510252,0,0,3.21592582628907,-2.00881904510252,0,0,0,0
0.75,0.7,0,0,0.75,0.7,0,0,0,0
0.457106781186548,1.40710678118655,0,0,0.457106781186548,1.40710678118655,0,0,0,0
-0.25,1.7,0,0,-0.25,1.7,0,0,0,0
-0.957106781186547,1.40710678118655,0,0,-0.957106781186547,1.40710678118655,0,0,0,0
-1.25,0.7,0,0,-1.25,0.7,0,0,0,0
-0.957106781186548,-0.00710678118654751,0,0,-0.957106781186548,-0.00710678118654751,0,0,0,0
-0.25,-0.3,0,0,-0.25,-0.3,0,0,0,0
0.457106781186547,-0.00710678118654773,0,0,0.457106781186547,-0.00710678118654773,0,0,0,0
3.25,1,0,0,3.25,1,0,0,0,0
2.55901699437495,1.95105651629515,0,0,2.55901699437495,1.95105651629515,0,0,0,0
1.44098300562505,1.58778525229247,0,0,1.44098300562505,1.58778525229247,0,0,0,0
1.44098300562505,0.412214747707527,0,0,1.44098300562505,0.412214747707527,0,0,0,0
2.55901699437495,0.0489434837048464,0,0,2.55901699437495,0.0489434837048464,0,0,0,0
3.25,3.8,0,0,3.25,3.8,0,0,0,0
2.55901699437495,4.75105651629515,0,0,2.55901699437495,4.75105651629515,0,0,0,0
1.44098300562505,4.38778525229247,0,0,1.44098300562505,4.38778525229247,0,0,0,0
1.44098300562505,3.21221474770753,0,0,1.44098300562505,3.21221474770753,0,0,0,0
2.55901699437495,2.84894348370485,0,0,2.55901699437495,2.84894348370485,0,0,0,0
0.75,3.7,0,0,0.75,3.7,0,0,0,0
0.0590169943749475,4.65105651629515,0,0,0.0590169943749475,4.65105651629515,0,0,0,0
-1.05901699437495,4.28778525229247,0,0,-1.05901699437495,4.28778525229247,0,0,0,0
-1.05901699437495,3.11221474770753,0,0,-1.05901699437495,3.11221474770753,0,0,0,0
0.0590169943749472,2.74894348370485,0,0,0.0590169943749472,2.74894348370485,0,0,0,0
0.45,-2,0,0,0.45,-2,0,0,0,0
0.186442861301113,-1.45271796227238,0,0,0.186442861301113,-1.45271796227238,0,0,0,0
-0.40576465376942,-1.31755046147272,0,0,-0.40576465376942,-1.31755046147272,0,0,0,0
-0.880678207531693,-1.69628138261771,0,0,-0.880678207531693,-1.69628138261771,0,0,0,0
-0.880678207531693,-2.30371861738229,0,0,-0.880678207531693,-2.30371861738229,0,0,0,0
-0.40576465376942,-2.68244953852728,0,0,-0.40576465376942,-2.68244953852728,0,0,0,0
0.186442861301113,-2.54728203772762,0,0,0.186442861301113,-2.54728203772762,0,0,0,0
-1.3,-0.9,0,0,-1.3,-0.9,0,0,0,0
-2,-0.2,0,0,-2,-0.2,0,0,0,0
-2.7,-0.9,0,0,-2.7,-0.9,0,0,0,0
-3.25,2.5,0,0,-3.25,2.5,0,0,0,0
-3.25,1.5,0,0,-3.25,1.5,0,0,0,0
-5,-5.5,0,0,-5,-5.5,0,0,0,0
-5,-4.5,0,0,-5,-4.5,0,0,0,0
3.1,-4.5,0,0,3.1,-4.5,0,0,0,0
3.1,-3.5,0,0,3.1,-3.5,0,0,0,0
-3.9,-0.5,0,0,-3.9,-0.5,0,0,0,0
-3.9,0.5,0,0,-3.1,0.5,0,0,0,0
-3.1,-0.5,0,0,-3.9,-0.5,0,0,0,0
-3.1,0.5,0,0,-3.1,0.5,0,0,0,0
-5.2,-3.9,0,0,-5.2,-3.9,0,0,0,0
-4.4,-3.9,0,0,-4.4,-3.9,0,0,0,0
-4.4,-2.9,0,0,-4.4,-2.9,0,0,0,0
